trigram,count
PUNCT NUM SYM,63520
NUM PUNCT INTJ,2930
PUNCT INTJ NOUN,3869
INTJ NOUN NUM,4297
PUNCT SCONJ PUNCT,5129
SCONJ NUM PART,342
NUM PART NUM,9759
SCONJ ADJ CCONJ,1231
AUX NOUN NOUN,8836
ADJ AUX VERB,6064
SCONJ ADV PUNCT,2462
SYM NOUN NOUN,7983
DET VERB VERB,4203
ADV NOUN VERB,3860
SCONJ DET ADP,2402
ADP DET PART,1310
DET PART ADV,190
SCONJ SCONJ NOUN,1322
PROPN ADJ CCONJ,2181
PUNCT ADP CCONJ,1598
VERB SCONJ VERB,7020
SCONJ VERB PART,1877
PRON ADV ADJ,7280
NOUN ADJ PART,2934
DET DET PUNCT,1933
PROPN PUNCT INTJ,4490
ADV NOUN AUX,1900
AUX NOUN PART,2092
X PUNCT AUX,816
VERB NOUN SYM,1197
SYM NOUN CCONJ,1228
ADV PROPN PUNCT,12796
DET NOUN SYM,2940
SYM NOUN ADP,3002
PUNCT PART PROPN,901
ADV ADP CCONJ,643
ADP CCONJ DET,6557
ADJ NOUN SYM,3568
PART PROPN AUX,2795
PART PUNCT DET,2044
PUNCT SCONJ AUX,4574
SCONJ AUX PRON,1734
NOUN NUM SYM,12787
PUNCT PART PART,897
ADV ADP PUNCT,4051
ADP NUM SYM,7471
DET PUNCT CCONJ,1910
ADJ PUNCT PART,2259
CCONJ ADP ADV,1665
PROPN SYM NOUN,8452
SYM NOUN PUNCT,10373
SYM PROPN CCONJ,2064
ADJ PROPN ADJ,6382
PRON PUNCT INTJ,266
PART VERB X,838
VERB X DET,618
X DET NOUN,3940
ADJ VERB PROPN,5271
SYM PROPN NOUN,9047
PROPN SCONJ ADJ,1225
ADJ PROPN CCONJ,13446
NUM SCONJ PUNCT,901
PRON ADP SYM,131
NUM CCONJ SYM,1676
CCONJ SYM NUM,2342
PUNCT NUM PRON,3848
PRON VERB SYM,772
CCONJ SYM PROPN,266
DET PRON ADJ,860
CCONJ NUM ADV,1225
ADP PUNCT INTJ,518
INTJ PROPN PROPN,3525
ADP VERB SYM,276
SYM NUM PRON,841
NOUN SYM PROPN,6305
ADJ PUNCT NUM,12176
DET VERB SCONJ,5866
PROPN CCONJ PART,1587
NUM PROPN ADJ,8248
CCONJ PROPN SCONJ,1495
PART PROPN NUM,4715
VERB SCONJ AUX,334
AUX PRON PROPN,1763
VERB DET CCONJ,962
DET CCONJ DET,967
PROPN SYM ADJ,1364
SYM ADJ PROPN,550
PROPN ADP CCONJ,1258
NUM ADP AUX,567
SCONJ PROPN NOUN,4031
CCONJ NUM DET,965
DET PUNCT ADP,4293
ADP AUX ADJ,3778
SYM PROPN SYM,7329
SCONJ ADV NUM,1341
SYM ADJ NOUN,3627
PROPN ADJ SYM,445
ADJ SYM PROPN,981
ADP AUX PART,297
CCONJ PUNCT ADP,7675
CCONJ PROPN DET,4347
PART ADV NOUN,931
VERB CCONJ SCONJ,1463
PROPN SCONJ PUNCT,1875
ADV PRON PRON,563
PRON ADJ VERB,2556
NUM NOUN SYM,5811
AUX SCONJ PRON,4081
DET AUX PUNCT,2135
SCONJ PROPN ADP,1243
PUNCT PART DET,3579
PART DET NOUN,7067
SCONJ ADJ PRON,795
CCONJ PART ADV,1837
PART ADV SCONJ,280
NUM VERB PUNCT,5731
DET ADJ SYM,1567
ADJ SYM NUM,2501
PRON PROPN AUX,4957
ADP AUX PROPN,1048
SCONJ PRON CCONJ,1937
PRON CCONJ PRON,6628
DET ADJ DET,2222
ADJ DET PUNCT,858
SCONJ DET PUNCT,4141
NUM VERB VERB,1837
NOUN PROPN INTJ,606
ADP PRON SYM,438
PRON SYM NUM,556
AUX PRON INTJ,31
PRON INTJ ADP,10
INTJ ADP ADJ,94
PUNCT PRON DET,2751
DET AUX NUM,2169
PUNCT ADV AUX,5054
ADV AUX PRON,2070
AUX PRON PART,1345
VERB CCONJ PRON,4150
DET ADV ADV,5676
PUNCT AUX PROPN,4488
PRON DET ADV,1232
DET ADV ADP,1014
SCONJ PUNCT PROPN,4113
VERB SCONJ PART,2397
SCONJ ADV ADJ,2476
NOUN NOUN SYM,5961
ADP DET X,5167
DET X NOUN,4724
X NOUN ADJ,424
VERB PART ADP,675
PART ADP ADJ,1028
PUNCT CCONJ INTJ,368
ADJ AUX PART,1243
INTJ PUNCT CCONJ,424
PRON DET ADP,538
PRON ADJ ADP,6542
AUX ADJ PROPN,2686
NOUN ADV NOUN,4180
ADV SCONJ DET,7172
PART ADJ VERB,1465
SCONJ DET NUM,6018
PART ADV CCONJ,264
SCONJ VERB ADJ,2848
PROPN PRON ADP,2077
PRON PROPN NUM,3345
ADV AUX ADP,2012
CCONJ NOUN SYM,1202
AUX NUM PUNCT,7481
PRON PROPN CCONJ,3235
NUM VERB SCONJ,2149
SCONJ ADV PART,149
ADV PART PROPN,114
PROPN ADP SYM,1648
NUM NUM PART,1392
PART ADJ ADV,1443
AUX SCONJ VERB,1622
ADV AUX NUM,1840
PRON PRON NUM,432
VERB AUX VERB,8574
DET PUNCT NUM,2711
CCONJ PUNCT ADJ,6000
PART NUM ADJ,2135
ADP PUNCT NUM,7238
NUM VERB SYM,253
NUM PUNCT SYM,7780
NUM AUX PROPN,1215
ADP ADP AUX,516
PRON NUM VERB,500
PROPN CCONJ SCONJ,1862
SCONJ PRON PUNCT,3550
ADV PRON ADP,217
X PUNCT PROPN,13264
PUNCT ADJ ADV,3722
PRON PART AUX,5383
ADJ ADJ ADP,5246
ADV NOUN PRON,762
AUX NUM ADJ,7396
VERB PART CCONJ,165
PART CCONJ VERB,458
PUNCT ADJ PART,3175
ADP ADV PROPN,1684
PUNCT PART PRON,531
PRON NOUN SCONJ,7876
ADP PRON PRON,8177
ADV NUM CCONJ,1010
CCONJ NOUN PART,8967
NOUN ADV PROPN,2882
DET CCONJ SCONJ,53
SYM NUM VERB,2940
PUNCT NUM PART,2179
PART NUM PROPN,4557
CCONJ AUX NUM,2102
ADP PUNCT AUX,1439
CCONJ ADP PUNCT,2363
CCONJ DET PUNCT,4459
ADJ ADJ PRON,225
NUM AUX PART,6541
ADV DET VERB,2727
NUM X PUNCT,1847
X PUNCT DET,3634
VERB NUM INTJ,48
NUM INTJ ADP,54
INTJ ADP DET,406
ADV NUM PART,778
PRON VERB CCONJ,7609
PROPN PROPN INTJ,3147
PART PUNCT NOUN,3939
CCONJ PUNCT DET,4433
PROPN PART DET,3148
VERB CCONJ ADP,3316
ADV PUNCT SYM,300
NOUN X ADJ,800
DET X ADP,135
X ADP PUNCT,1224
PRON SCONJ ADP,447
PART ADV DET,2167
ADP CCONJ ADJ,2392
CCONJ ADJ CCONJ,6167
ADJ PROPN SCONJ,946
ADJ ADJ SYM,597
ADJ SYM NOUN,1241
ADP ADJ DET,2321
ADJ DET ADJ,2328
AUX CCONJ ADP,167
AUX PART NOUN,1656
CCONJ ADJ NUM,1656
PUNCT NOUN X,4734
NOUN X PUNCT,3496
AUX PART DET,7652
ADV PRON NOUN,3493
AUX PUNCT X,449
PUNCT X ADV,1321
X ADV VERB,812
ADP PRON X,874
PRON X X,189
VERB PRON X,668
PRON X PUNCT,265
ADP X DET,952
ADJ X PUNCT,318
SCONJ PUNCT X,936
PUNCT X SCONJ,706
X SCONJ PRON,470
NUM VERB X,58
X DET PROPN,1561
DET DET ADV,558
NUM CCONJ PUNCT,1064
AUX PROPN PRON,702
X ADV NUM,80
AUX VERB X,785
VERB X AUX,37
X AUX ADV,208
ADJ ADJ X,404
NOUN AUX X,723
AUX X PROPN,98
X NOUN ADV,378
VERB DET X,1581
X PRON VERB,1147
INTJ PUNCT X,121
PUNCT X INTJ,135
X INTJ PUNCT,162
INTJ PUNCT PART,87
PUNCT X VERB,3965
X VERB PRON,644
PUNCT X AUX,443
X AUX ADJ,133
VERB ADP X,1889
ADP X PRON,614
SCONJ PRON X,275
PRON X ADV,234
VERB X ADP,998
PRON AUX X,983
AUX X PART,191
X PART VERB,720
DET X ADJ,1969
ADP ADJ X,670
ADJ X VERB,171
X VERB ADP,2182
ADV NOUN NUM,733
PUNCT PRON X,808
PRON X VERB,769
PRON X NOUN,1123
PRON CCONJ X,56
CCONJ X PRON,239
X PRON NOUN,725
PRON PUNCT X,702
NUM ADJ ADP,2445
PRON PROPN PART,1872
INTJ PUNCT ADP,821
VERB CCONJ NUM,2388
PUNCT X ADJ,2070
PRON SCONJ SCONJ,301
PRON DET X,96
AUX DET X,827
CCONJ VERB X,353
VERB X PRON,720
DET PUNCT X,519
VERB ADV X,256
ADV X X,155
ADP X NOUN,1950
CCONJ PRON X,243
PUNCT X DET,3849
X DET AUX,271
AUX PUNCT INTJ,144
INTJ PUNCT VERB,548
AUX DET PART,144
DET PART VERB,1759
SCONJ PROPN PRON,525
PUNCT DET X,1797
PUNCT ADP X,1092
PRON CCONJ NOUN,850
VERB SCONJ X,319
SCONJ X PRON,272
X PRON ADP,163
AUX X AUX,208
ADV PUNCT X,1256
ADP X AUX,35
DET X VERB,418
PUNCT X ADP,2895
AUX ADV X,404
ADV X VERB,548
PRON NOUN DET,7865
NOUN X SCONJ,203
AUX X ADV,565
X ADV ADJ,602
ADJ ADP PART,536
X ADJ ADJ,802
DET ADJ X,1857
AUX X VERB,1068
PRON NOUN X,702
NOUN X CCONJ,440
X CCONJ ADV,109
NOUN ADP PART,3169
PART PUNCT X,139
ADJ PUNCT X,1952
PART ADJ PRON,194
X VERB PART,265
PRON PRON X,252
ADJ NOUN X,2853
NOUN X ADV,398
X ADV ADV,302
PROPN ADP X,1287
VERB ADP SYM,4715
NOUN VERB SYM,2469
PRON PART PART,454
VERB PROPN SYM,2111
SYM NUM PART,1464
AUX ADJ PRON,1135
PRON AUX SYM,146
AUX SYM NUM,2708
NUM PART PART,60
CCONJ AUX PROPN,715
NUM NUM ADP,12777
CCONJ NOUN X,519
ADV VERB X,506
PROPN X DET,525
NUM ADP X,257
PROPN X VERB,1132
PART AUX X,160
AUX X ADJ,352
X ADJ CCONJ,329
ADV X ADV,180
PROPN X ADV,280
X VERB DET,1266
PART AUX NOUN,5698
AUX NOUN ADV,1080
NOUN X X,3014
PRON NUM ADP,1223
NOUN X AUX,525
X AUX DET,286
AUX ADJ AUX,747
AUX AUX X,288
X ADJ PUNCT,1555
ADV DET DET,1428
VERB X ADV,294
X PRON ADJ,147
ADV SCONJ PROPN,2758
PRON SCONJ DET,1523
NOUN PRON X,346
PRON X DET,209
X DET VERB,225
PUNCT X CCONJ,1114
X CCONJ AUX,94
PART VERB SYM,1198
AUX NUM PROPN,2161
AUX PUNCT SCONJ,1168
SCONJ PART ADJ,452
PART NOUN X,188
SYM NUM DET,4073
X ADP NUM,642
VERB X PROPN,1980
X DET PUNCT,377
PROPN X SCONJ,47
X SCONJ SYM,4
SCONJ SYM NUM,129
SYM NUM AUX,1961
PROPN X PUNCT,3729
AUX X ADP,147
SCONJ X VERB,77
DET ADV CCONJ,724
X ADJ ADP,606
INTJ PUNCT PUNCT,2261
X NOUN PART,473
ADJ CCONJ X,298
CCONJ X VERB,554
AUX PART X,162
PART X VERB,512
X VERB ADV,362
CCONJ DET X,460
NOUN SCONJ X,230
SCONJ X NOUN,122
PUNCT VERB AUX,2637
ADP ADJ PART,1206
X ADJ PROPN,966
DET VERB AUX,1159
DET VERB SYM,745
CCONJ SCONJ ADJ,1684
SCONJ ADJ AUX,799
ADJ AUX PRON,415
NUM PRON ADV,1058
SCONJ VERB ADV,1827
SCONJ SCONJ SCONJ,147
AUX ADJ NUM,694
ADJ SCONJ VERB,1467
CCONJ AUX ADP,2607
NUM ADJ VERB,1389
ADJ VERB SCONJ,855
AUX CCONJ SCONJ,176
X NOUN PROPN,1899
PROPN X NOUN,5196
PROPN NOUN X,3761
NOUN X PROPN,6773
ADJ VERB X,61
INTJ NOUN VERB,120
VERB PUNCT INTJ,1002
CCONJ PRON INTJ,13
PRON INTJ SCONJ,9
INTJ SCONJ PROPN,28
PROPN DET ADV,1568
PRON DET PART,62
VERB VERB AUX,293
VERB AUX ADP,1249
PRON SCONJ PROPN,1094
PRON AUX SCONJ,1257
PRON CCONJ ADP,613
PRON ADP CCONJ,774
SCONJ PRON DET,576
VERB PROPN SCONJ,5537
VERB NUM PRON,316
PUNCT ADJ AUX,2639
ADJ AUX ADV,2002
ADV ADV PART,1681
PRON NOUN SYM,341
CCONJ NUM PRON,724
VERB PART PUNCT,2546
PROPN DET PUNCT,2280
PROPN DET ADP,615
SCONJ PUNCT PUNCT,2494
ADJ ADP AUX,1494
SYM PROPN NUM,9963
NOUN VERB AUX,6231
SCONJ NUM PROPN,1888
NUM PUNCT PART,3745
NUM NUM VERB,7464
AUX ADJ VERB,2491
SCONJ VERB NOUN,5978
ADV PRON PROPN,516
SCONJ PART ADV,1052
ADJ VERB ADV,1052
ADJ SCONJ ADJ,1408
SCONJ ADJ ADJ,4286
CCONJ PART PART,427
ADJ VERB VERB,1173
ADV SCONJ ADP,1721
PROPN DET DET,689
NUM ADV NUM,1221
CCONJ NOUN SCONJ,3270
SCONJ ADJ PUNCT,3789
ADP ADV PRON,1297
NOUN PRON ADP,1441
ADV ADP PART,1254
PROPN ADJ PART,463
PUNCT DET PART,310
SYM PROPN ADV,330
AUX NOUN DET,626
ADP SCONJ ADJ,1642
NOUN ADJ SYM,819
DET NUM ADV,1954
ADV ADJ AUX,2111
CCONJ PROPN PRON,2242
DET DET NUM,944
PART PUNCT ADP,1743
ADJ PRON NOUN,834
ADJ AUX ADP,751
ADP ADV AUX,1048
PROPN SCONJ PART,286
CCONJ SCONJ PART,527
AUX SCONJ PART,92
PROPN AUX CCONJ,634
AUX CCONJ PUNCT,136
CCONJ PUNCT CCONJ,479
ADV PROPN PRON,308
VERB AUX PUNCT,987
PROPN ADV DET,1751
ADV CCONJ DET,1868
ADV ADJ SYM,156
SYM PROPN PRON,203
CCONJ NOUN ADJ,5198
ADV ADV CCONJ,2959
ADV CCONJ NOUN,1067
SCONJ PRON SYM,59
PRON SYM PRON,1073
SYM PRON NOUN,564
VERB SYM VERB,467
SYM VERB NOUN,717
NOUN SYM ADJ,1645
AUX ADP AUX,125
X VERB NOUN,1600
PUNCT AUX SCONJ,873
SYM NUM X,477
PART PUNCT PRON,1555
AUX VERB SYM,1847
ADV SCONJ ADV,497
PUNCT PART NUM,216
DET PUNCT AUX,892
PROPN ADV ADJ,2642
SCONJ ADP PART,1077
ADP PART DET,174
PART DET PRON,1019
AUX AUX PROPN,2123
DET DET VERB,1659
AUX NUM CCONJ,1659
AUX ADV CCONJ,1818
PART ADJ SCONJ,1064
DET SCONJ VERB,243
CCONJ PART PROPN,397
VERB PROPN PRON,4058
VERB DET PART,791
ADJ PART PUNCT,538
ADP SCONJ ADV,472
PUNCT SCONJ CCONJ,670
NUM DET PUNCT,1746
INTJ PUNCT NOUN,1428
ADV ADJ PRON,948
CCONJ ADV SCONJ,2221
CCONJ PUNCT AUX,856
ADV PRON ADV,950
ADP ADV NOUN,1664
PUNCT VERB INTJ,274
VERB INTJ PUNCT,481
PART PUNCT NUM,973
PROPN X NUM,3389
X NUM PUNCT,6883
PART PUNCT PUNCT,2105
ADJ CCONJ SCONJ,1036
CCONJ SCONJ VERB,1307
SCONJ SCONJ ADJ,779
NOUN CCONJ X,1202
CCONJ X NUM,117
X NUM ADJ,232
CCONJ ADJ PRON,323
NOUN AUX SYM,1995
PUNCT ADP SYM,1399
DET ADP X,427
DET NUM SYM,4059
NUM ADP SYM,1230
PUNCT X NUM,4797
X NUM NOUN,1730
ADP PUNCT X,1205
PART NUM VERB,812
CCONJ NUM VERB,3778
DET NUM CCONJ,3198
ADJ SCONJ NOUN,1886
CCONJ DET DET,1303
ADV CCONJ ADJ,1438
SCONJ PRON NUM,352
CCONJ PROPN ADJ,3151
CCONJ ADP PART,414
ADP PART PART,281
SCONJ ADP PUNCT,448
CCONJ PRON CCONJ,869
ADV CCONJ PRON,1171
PRON DET AUX,744
SCONJ AUX VERB,2148
SCONJ AUX PART,274
PART PRON AUX,517
SCONJ VERB PRON,2886
SCONJ ADJ PROPN,2041
DET PART NOUN,186
AUX CCONJ ADJ,862
VERB DET SYM,2378
DET SYM NUM,6206
AUX PUNCT AUX,1103
SYM NUM ADJ,3773
ADV CCONJ PUNCT,376
ADV ADV SYM,243
PUNCT DET SYM,775
SCONJ DET PRON,786
DET PRON CCONJ,383
PROPN SCONJ SCONJ,780
PRON ADV PRON,411
CCONJ ADJ PART,1775
NUM AUX SCONJ,176
ADJ CCONJ PRON,2648
AUX NOUN PRON,1960
AUX AUX CCONJ,520
AUX CCONJ PART,103
NUM PRON CCONJ,171
ADV NUM NUM,3827
PUNCT PART ADP,1407
PART ADP ADV,171
ADJ X PROPN,936
NOUN NOUN X,4616
AUX SCONJ ADP,711
ADJ PROPN ADV,2576
AUX SCONJ ADJ,817
DET ADP PART,43
VERB SCONJ NUM,5717
SCONJ PUNCT ADV,1609
SCONJ VERB AUX,355
CCONJ NUM SCONJ,254
SCONJ NOUN PART,897
PROPN AUX SCONJ,1268
PUNCT ADJ SCONJ,1532
SCONJ PUNCT VERB,1762
ADV PROPN ADP,3176
NOUN ADV INTJ,105
ADV INTJ PROPN,50
PUNCT INTJ ADV,212
INTJ ADV NOUN,24
AUX NOUN SCONJ,1504
AUX CCONJ PROPN,205
SCONJ ADP ADV,459
PRON X PROPN,494
AUX PROPN ADP,3427
VERB AUX AUX,1826
NUM NUM DET,5631
SCONJ NOUN SYM,68
NUM NOUN X,1167
NUM NUM SYM,19410
NUM PRON DET,196
CCONJ SCONJ ADP,1300
PRON DET NUM,445
PART PROPN DET,803
PRON ADJ SCONJ,887
ADJ SCONJ NUM,713
SCONJ NUM CCONJ,1013
PRON CCONJ SCONJ,366
DET DET AUX,606
PUNCT AUX CCONJ,349
AUX CCONJ NOUN,332
CCONJ ADJ SCONJ,654
ADP ADJ SCONJ,737
SCONJ VERB CCONJ,623
VERB CCONJ PART,1487
CCONJ PART PUNCT,1131
CCONJ SCONJ SCONJ,318
CCONJ ADV CCONJ,969
AUX NOUN PROPN,1179
NUM SCONJ SCONJ,133
X PUNCT X,1440
X SCONJ DET,382
SYM NUM SCONJ,504
PROPN ADP SCONJ,631
SCONJ ADV PRON,1341
VERB NUM PART,1665
SCONJ ADV SCONJ,391
CCONJ PUNCT PUNCT,2038
SCONJ ADV CCONJ,148
ADV CCONJ PART,444
SYM PROPN AUX,851
CCONJ PRON PART,160
DET X PUNCT,324
AUX ADV INTJ,49
ADV INTJ AUX,21
INTJ AUX NOUN,17
PRON ADV INTJ,33
ADV INTJ PUNCT,117
DET NUM SCONJ,143
X ADP PROPN,1496
PROPN X INTJ,90
X INTJ NOUN,51
INTJ NOUN PROPN,448
INTJ PROPN ADP,353
AUX ADJ INTJ,14
ADJ INTJ PROPN,114
X NOUN NUM,836
PROPN INTJ NOUN,825
ADV PROPN ADJ,350
AUX DET CCONJ,203
DET CCONJ PUNCT,173
PRON CCONJ NUM,261
SCONJ SCONJ ADV,240
PUNCT DET CCONJ,769
DET CCONJ ADJ,670
ADP PART NOUN,289
SCONJ PART NOUN,144
ADP SCONJ ADP,469
VERB NUM X,81
INTJ PUNCT INTJ,402
VERB INTJ NOUN,231
NOUN PRON CCONJ,922
ADJ SCONJ CCONJ,285
SCONJ CCONJ ADV,627
ADJ ADJ SCONJ,227
ADJ ADJ AUX,508
PART PRON DET,235
DET ADV AUX,1584
ADJ ADV ADJ,4149
SCONJ DET CCONJ,147
SCONJ X PUNCT,88
ADJ SCONJ SCONJ,386
NUM SYM NOUN,2548
ADJ ADV SCONJ,818
ADJ SCONJ ADV,476
PRON CCONJ INTJ,12
CCONJ PRON DET,548
SYM NOUN AUX,553
ADJ DET AUX,324
SCONJ ADV ADP,1579
SCONJ SCONJ ADP,469
ADP AUX PRON,526
ADV ADJ ADV,2591
VERB PART NOUN,1677
ADV SCONJ ADJ,1359
AUX SCONJ PUNCT,603
X ADP VERB,248
ADV PART NUM,524
PROPN NUM INTJ,946
NUM INTJ PROPN,780
ADJ VERB NUM,1162
NUM INTJ ADJ,68
INTJ ADJ PROPN,136
INTJ ADJ NOUN,334
NUM INTJ NOUN,378
ADV PART NOUN,316
PART PRON VERB,651
DET DET ADP,391
PART X ADV,49
X NUM PROPN,1337
PROPN X SYM,150
X SYM PROPN,206
SYM PROPN ADJ,875
X SYM ADJ,12
SYM ADJ ADJ,441
CCONJ PUNCT PART,366
ADP SYM NOUN,575
PART PROPN SCONJ,279
PRON SCONJ VERB,482
INTJ PUNCT ADJ,400
ADP PART ADV,691
PRON ADV SCONJ,439
CCONJ SCONJ ADV,820
ADJ AUX CCONJ,29
PRON PART PUNCT,427
PRON CCONJ PART,344
AUX AUX SCONJ,648
ADV PRON DET,210
PROPN CCONJ X,542
CCONJ X PROPN,667
PUNCT ADV X,593
ADV X PUNCT,179
ADJ VERB PART,948
ADP X ADP,370
X ADP ADP,204
ADV PRON CCONJ,159
PRON CCONJ ADV,916
CCONJ X NOUN,777
DET PUNCT SCONJ,1279
NUM DET CCONJ,148
DET CCONJ ADP,151
ADJ NUM ADV,604
NUM ADV NOUN,723
ADV NOUN ADJ,1138
INTJ PUNCT NUM,1048
PROPN PRON NUM,1423
X PROPN NUM,2655
X PROPN PRON,220
PART PROPN ADJ,944
PRON PROPN ADV,990
PART PRON PROPN,396
VERB AUX CCONJ,76
PROPN ADV PRON,454
NUM PROPN SYM,11797
ADJ SYM ADJ,1791
PRON DET DET,324
NOUN PART CCONJ,1458
PART CCONJ ADV,83
AUX ADV PRON,1304
ADP PUNCT PART,638
PRON PROPN PRON,820
ADP DET SYM,2518
DET DET PRON,257
PUNCT INTJ AUX,232
INTJ AUX PART,124
AUX SCONJ AUX,751
SCONJ PRON PROPN,1087
AUX ADP ADV,1703
PROPN ADJ ADV,542
PUNCT CCONJ CCONJ,685
CCONJ CCONJ ADP,74
SCONJ AUX ADP,181
ADP ADP CCONJ,608
ADP CCONJ SYM,12
CCONJ SYM PUNCT,402
SYM PUNCT DET,215
ADP ADP SYM,858
ADP SYM CCONJ,29
SYM CCONJ PUNCT,96
PUNCT PART PUNCT,1269
NOUN CCONJ SYM,1251
SYM PUNCT ADV,92
CCONJ CCONJ AUX,51
AUX ADP CCONJ,311
PUNCT AUX SYM,104
AUX SYM AUX,159
SYM AUX PART,98
X X SYM,203
X SYM PRON,6
SYM PRON SYM,86
PRON SYM DET,6
SYM DET PUNCT,205
SCONJ PUNCT AUX,413
DET SYM DET,11
NOUN DET X,263
DET X X,1213
ADP SCONJ VERB,694
CCONJ CCONJ ADV,35
SCONJ PROPN SYM,194
SYM NOUN SYM,2153
ADV VERB SYM,662
VERB SYM NOUN,643
SYM NOUN PROPN,2994
PROPN SYM VERB,544
SYM VERB SYM,82
ADV PROPN SYM,264
SYM PROPN VERB,1435
DET CCONJ NOUN,439
SCONJ ADJ ADV,182
ADJ ADV DET,556
NOUN X VERB,1108
DET PUNCT PART,194
ADP ADP PART,2046
ADP PART NUM,4967
CCONJ NUM SYM,903
AUX NUM SYM,353
CCONJ PART AUX,953
PUNCT ADJ DET,870
PART CCONJ NOUN,1082
NUM SYM X,114
SYM X PUNCT,342
NUM NUM CCONJ,2760
ADJ ADP CCONJ,1339
PRON ADP PART,353
PUNCT VERB SYM,1820
PART AUX SCONJ,223
NUM AUX ADJ,2301
VERB AUX SCONJ,529
PRON AUX INTJ,166
AUX INTJ PUNCT,131
ADV PART DET,350
ADJ PRON ADP,122
ADP SCONJ PUNCT,483
CCONJ VERB SYM,699
NUM ADV CCONJ,292
ADV CCONJ SYM,19
PART DET ADV,356
PART PUNCT CCONJ,1039
X CCONJ PUNCT,373
AUX DET AUX,663
ADP SCONJ SCONJ,172
NUM NUM AUX,3522
VERB PART DET,406
PART NUM SYM,396
ADJ PART DET,98
NUM DET SCONJ,38
DET SCONJ PRON,337
PART ADP X,27
PRON ADP SCONJ,375
DET ADJ SCONJ,1030
PART ADP PUNCT,516
PRON X PART,44
X PART AUX,144
DET PART AUX,496
PRON PUNCT PART,913
PUNCT ADJ PRON,636
ADJ PRON PUNCT,474
PART PRON PUNCT,348
VERB SCONJ CCONJ,1039
VERB ADJ X,363
ADJ X X,468
X X VERB,797
SYM PROPN DET,468
SYM NOUN VERB,1082
AUX NUM ADV,395
ADV PART ADJ,799
ADV X NOUN,185
AUX SCONJ NOUN,1124
ADJ ADJ ADV,833
PRON NUM PART,52
X X ADV,348
NOUN X INTJ,44
CCONJ X X,337
X ADV AUX,140
PUNCT X SYM,325
DET ADP SCONJ,32
AUX X PRON,76
SYM PUNCT NOUN,920
NUM SYM ADJ,336
ADJ X ADJ,692
PRON ADV DET,526
ADV PRON PUNCT,643
X CCONJ ADP,163
AUX NUM VERB,1311
NUM ADP ADV,2064
PRON PART ADP,105
SCONJ ADP ADP,644
AUX PUNCT PART,1180
VERB X ADJ,594
PUNCT SYM NOUN,2301
SYM PROPN X,316
DET X NUM,131
ADP X SCONJ,55
X SCONJ PROPN,136
NOUN SYM VERB,852
SYM VERB AUX,8
SCONJ NOUN X,80
ADV PROPN SCONJ,58
CCONJ X ADV,245
SCONJ ADV NOUN,477
NOUN SCONJ AUX,712
SCONJ AUX ADJ,447
SCONJ ADJ DET,598
CCONJ AUX SCONJ,305
PRON ADV NOUN,607
PART AUX INTJ,8
CCONJ PUNCT INTJ,213
ADJ NUM PART,812
NOUN DET CCONJ,232
DET CCONJ NUM,446
CCONJ ADV PART,1646
SCONJ PROPN ADJ,273
SCONJ VERB VERB,785
ADP ADV PART,468
NOUN DET SCONJ,103
PROPN SCONJ CCONJ,128
SCONJ CCONJ AUX,92
AUX INTJ PRON,11
INTJ PRON AUX,382
ADV PUNCT INTJ,279
INTJ AUX VERB,112
NUM PART PUNCT,645
NUM AUX NUM,1142
PART ADJ NUM,1982
NUM SCONJ ADV,257
SCONJ VERB NUM,709
SCONJ AUX ADV,443
DET DET DET,171
SCONJ AUX DET,1367
CCONJ CCONJ NOUN,302
NUM ADP CCONJ,343
AUX ADP SCONJ,210
ADV X PROPN,234
ADV SCONJ AUX,156
ADV CCONJ SCONJ,407
CCONJ SCONJ AUX,264
PROPN ADJ SCONJ,258
PROPN ADJ DET,363
AUX PROPN SYM,178
NUM SYM PUNCT,509
SYM PUNCT PUNCT,511
CCONJ NUM X,158
NUM X NOUN,1331
NOUN X NUM,1374
PROPN CCONJ CCONJ,712
CCONJ CCONJ VERB,179
SYM ADJ PUNCT,644
NUM NUM SCONJ,288
NUM SCONJ AUX,125
VERB X SYM,20
X SYM NUM,504
PROPN CCONJ SYM,574
NUM X CCONJ,39
X CCONJ X,459
PROPN X ADJ,780
PART NOUN SYM,271
ADP X SYM,44
X PROPN SYM,424
PROPN VERB X,1127
PROPN SYM X,213
SYM X ADP,48
NUM X ADP,151
X ADP ADJ,580
ADP ADJ SYM,495
PART CCONJ DET,303
ADP X VERB,503
ADJ DET VERB,515
SCONJ ADP AUX,61
SCONJ NOUN PRON,861
PART NOUN NUM,2824
ADJ DET X,32
VERB CCONJ PUNCT,1233
PART ADP VERB,368
AUX PART CCONJ,208
PART CCONJ PRON,125
CCONJ NUM CCONJ,2321
PART CCONJ ADJ,205
CCONJ NUM PART,707
NUM PART SYM,598
PART SYM NUM,1455
VERB VERB INTJ,120
NUM ADJ ADV,315
ADV DET PRON,568
ADV PART PUNCT,227
PRON ADV PART,562
AUX NOUN NUM,587
ADV NUM DET,276
NUM X VERB,196
SCONJ NUM ADJ,1049
ADJ VERB CCONJ,735
ADP AUX NOUN,1054
PART DET VERB,483
PART CCONJ PUNCT,234
PRON SCONJ NOUN,361
PRON SCONJ AUX,49
PROPN PART PRON,475
ADP AUX PUNCT,1443
AUX ADJ DET,1293
ADP ADV SYM,747
