trigram,count
NOUN PROPN ADJ,20702
PROPN ADJ NOUN,78795
PROPN NUM ADJ,16158
CCONJ NOUN PROPN,14968
PUNCT CCONJ PUNCT,38119
CCONJ PUNCT NUM,1330
NUM DET PROPN,28450
PART ADJ PUNCT,11559
DET PROPN NUM,32375
ADJ PART VERB,62202
VERB NUM SYM,4469
NUM SYM NUM,187817
SYM NUM PUNCT,91640
NUM PROPN NOUN,61763
ADP VERB NOUN,82579
PUNCT NOUN CCONJ,94945
PROPN NUM ADP,55993
NUM ADP ADJ,9679
ADP CCONJ ADP,5959
X PUNCT ADP,2207
DET ADV VERB,32192
ADP PUNCT ADJ,18391
DET AUX PART,9201
ADP X PUNCT,1504
X PUNCT ADV,804
PART VERB AUX,21898
VERB AUX PART,21350
PROPN NUM PRON,7139
NUM PRON AUX,11750
PRON AUX ADJ,66351
PUNCT X PRON,2607
X PRON AUX,2038
NOUN AUX ADP,37497
AUX ADP DET,40210
PUNCT NOUN SCONJ,3170
NUM ADP PROPN,65246
AUX ADV AUX,33219
ADV AUX VERB,34170
VERB PUNCT NOUN,54289
PUNCT PROPN DET,17224
NOUN SCONJ ADJ,7864
SCONJ ADJ NOUN,29721
ADV VERB AUX,2000
AUX VERB NOUN,54507
AUX PART PART,886
PART PART AUX,2069
PUNCT PUNCT ADJ,89964
ADJ ADJ PUNCT,34036
PROPN VERB PART,45509
ADP DET PRON,19627
DET PRON AUX,12719
PRON NOUN PROPN,59214
ADP ADP X,223
ADP X X,825
X X PUNCT,7562
ADP ADP VERB,4310
NUM ADP NOUN,27171
NOUN PROPN AUX,22102
VERB NOUN SCONJ,10834
NOUN SCONJ NOUN,13071
PUNCT CCONJ X,1637
CCONJ X PUNCT,534
X PUNCT NUM,2879
PUNCT NUM PROPN,232036
CCONJ PART ADP,1681
PART ADP NOUN,2294
NUM DET ADJ,11305
ADV VERB NUM,10111
AUX AUX ADP,7955
AUX VERB ADJ,48732
ADJ PRON DET,112
PRON DET PROPN,4895
AUX ADV SCONJ,1162
ADV SCONJ NUM,645
SCONJ NUM NOUN,5989
ADP NOUN PROPN,41350
NUM CCONJ NOUN,3345
CCONJ NOUN NUM,3979
PUNCT X NOUN,6195
X NOUN ADP,6474
X PUNCT NOUN,5588
NOUN SCONJ CCONJ,431
SCONJ CCONJ DET,334
ADP PRON ADP,16427
PUNCT NUM CCONJ,11482
NUM NOUN AUX,39904
ADP VERB ADP,56771
AUX PART ADP,4381
PART ADP DET,4288
ADJ VERB DET,4469
DET PROPN SYM,5244
PROPN SYM PROPN,85417
SYM PROPN PROPN,46175
PART ADJ PART,2579
VERB SCONJ SCONJ,6059
AUX AUX ADJ,23713
VERB AUX ADJ,2474
ADV ADJ NUM,2501
PROPN PROPN NUM,589541
NOUN SCONJ PUNCT,4444
SCONJ PUNCT PRON,4185
ADP ADP SCONJ,1169
ADP PRON DET,5141
AUX PUNCT PUNCT,6556
ADJ CCONJ NOUN,14410
AUX ADJ SCONJ,10695
ADJ SCONJ DET,8177
PROPN NOUN PROPN,200475
AUX ADV ADP,18047
DET PROPN ADJ,15646
ADP PUNCT SCONJ,2491
VERB PROPN NUM,40449
PUNCT SCONJ SCONJ,3768
NOUN ADP AUX,10971
ADP AUX AUX,1092
PROPN NUM ADV,4534
NUM ADV ADJ,2949
PUNCT NOUN PRON,19075
PRON AUX PUNCT,14757
AUX PUNCT ADV,7704
ADP VERB AUX,1403
ADJ ADP PUNCT,8421
AUX PART PUNCT,3868
PART PUNCT AUX,881
AUX PRON ADV,2008
PRON ADV CCONJ,1004
PUNCT ADV CCONJ,2367
VERB ADJ ADJ,39386
CCONJ PUNCT ADV,4268
PROPN CCONJ PRON,28431
CCONJ PRON PROPN,4285
PROPN PROPN PART,190394
CCONJ NOUN ADV,7249
PUNCT ADP VERB,42744
ADP VERB SCONJ,4339
SCONJ PUNCT ADP,5270
ADP VERB VERB,5843
NUM PROPN ADV,3182
PROPN ADV SCONJ,782
ADV SCONJ PUNCT,639
SCONJ PUNCT CCONJ,308
CCONJ ADV ADV,11055
CCONJ NOUN VERB,32964
NOUN PUNCT NUM,207137
PUNCT NUM NUM,100075
ADP PRON PUNCT,57423
NOUN VERB CCONJ,15756
DET NOUN ADJ,28322
NOUN ADJ CCONJ,6256
ADJ CCONJ PART,1284
PART AUX AUX,6540
ADJ ADJ PROPN,33136
ADJ PROPN PUNCT,92968
NUM NUM NUM,693560
PUNCT NOUN PART,15319
NOUN PART PART,1699
PART PART VERB,6110
PUNCT DET DET,7523
DET DET PROPN,5828
NOUN VERB X,1622
VERB X VERB,230
X VERB PUNCT,1812
SCONJ PROPN NUM,3073
PART NOUN PROPN,14147
CCONJ SCONJ NOUN,2030
SCONJ NOUN CCONJ,2900
AUX ADJ NOUN,47762
ADP NUM DET,17440
NUM DET ADP,950
NOUN CCONJ PART,7694
ADP NUM CCONJ,51468
NUM CCONJ ADV,5632
CCONJ ADV ADJ,17655
ADP ADJ ADV,2603
ADJ ADV PUNCT,7972
ADV CCONJ ADP,3329
AUX VERB NUM,15793
VERB NUM ADP,20074
ADP DET DET,24672
PART AUX CCONJ,392
AUX CCONJ VERB,1654
ADJ ADP ADJ,38573
PUNCT SCONJ NOUN,21443
VERB CCONJ DET,10079
ADJ CCONJ AUX,5011
CCONJ AUX PRON,2341
AUX PRON VERB,7979
VERB PART PART,2660
PART AUX NUM,2299
AUX NUM ADP,18340
DET NUM VERB,5441
PUNCT PUNCT SYM,3135
PUNCT SYM PUNCT,2240
SYM PUNCT SCONJ,46
NUM PUNCT ADJ,63113
NOUN PUNCT SYM,6021
PUNCT SYM SCONJ,78
SYM SCONJ NOUN,12
PUNCT CCONJ SYM,1154
CCONJ SYM SCONJ,6
SYM SCONJ DET,31
DET VERB ADV,5234
ADP PUNCT PRON,9120
PART VERB ADV,28002
X PUNCT ADJ,1878
NUM PUNCT X,7016
X NOUN CCONJ,1267
ADP CCONJ PUNCT,813
CCONJ PUNCT VERB,5735
CCONJ NUM NOUN,45248
CCONJ PUNCT X,982
PRON PUNCT DET,14428
PROPN NOUN VERB,92893
CCONJ AUX ADV,23677
ADP SCONJ PART,1424
SCONJ PART DET,755
PART DET ADP,364
DET ADP DET,39298
DET PROPN ADV,13140
ADV SCONJ PART,181
PART ADV ADJ,10284
VERB ADP PART,13668
ADP PART VERB,15021
NOUN PUNCT INTJ,3390
VERB VERB SCONJ,2066
VERB PUNCT AUX,6190
ADP AUX VERB,13077
DET ADJ ADV,7321
ADJ ADV VERB,3748
ADP NUM PROPN,155865
VERB VERB ADV,6749
VERB ADV NOUN,7860
ADV NOUN NOUN,8731
NOUN ADJ ADJ,39118
PUNCT NUM ADP,47197
ADP PRON ADV,10153
NOUN CCONJ PUNCT,8711
SCONJ PRON NOUN,23831
NOUN PRON PRON,9162
PART VERB VERB,16087
VERB VERB PRON,7796
PUNCT ADP ADV,13109
ADJ NUM NOUN,35814
ADP PRON NUM,10292
NOUN NUM ADV,2870
NUM ADV PUNCT,6997
NOUN AUX PROPN,21036
AUX PROPN PROPN,25554
NOUN PART PROPN,11528
PART PROPN NOUN,12435
CCONJ ADV AUX,5651
NUM PUNCT PRON,103786
VERB VERB ADJ,11828
VERB PROPN ADV,6780
PROPN DET PROPN,55070
PROPN PART NUM,15769
PART NUM NOUN,20104
PUNCT ADJ NUM,9063
ADJ NUM PROPN,11213
PART PROPN PUNCT,36766
ADJ NUM ADJ,3668
NUM ADJ PROPN,19640
ADJ PROPN ADP,41420
ADP ADJ VERB,7203
VERB VERB CCONJ,3789
PROPN PUNCT PART,15414
PRON PUNCT VERB,11438
ADP ADJ PROPN,60887
ADP NUM VERB,16237
VERB NOUN PRON,15731
CCONJ PRON NUM,1167
PRON NUM ADJ,1734
PROPN PART ADV,7206
PART ADV PUNCT,3269
PROPN CCONJ ADV,15333
ADP PROPN X,3861
PROPN X ADP,701
X ADP PRON,641
AUX ADP PRON,5988
PROPN CCONJ NOUN,38408
PROPN PROPN PRON,31323
PROPN PRON VERB,28461
CCONJ DET ADJ,81267
ADP ADJ PRON,791
AUX DET PROPN,29818
NOUN PRON NOUN,20582
ADP DET ADP,24640
PART VERB NUM,13612
PROPN DET ADJ,17753
PUNCT PUNCT NUM,142347
AUX VERB SCONJ,44061
ADP PRON PROPN,22333
PRON PROPN PUNCT,15257
ADP PART AUX,2385
ADV ADJ ADJ,16733
NOUN PART PUNCT,6322
PART PUNCT VERB,7122
PRON PUNCT ADP,14279
PUNCT ADP ADP,41446
NOUN PROPN CCONJ,23698
PROPN CCONJ ADJ,30313
CCONJ ADJ ADJ,34812
NOUN PROPN ADP,39396
PUNCT ADV NOUN,14009
ADV NOUN ADP,12918
AUX PRON NOUN,10262
NOUN PRON PROPN,16091
PRON PROPN VERB,6363
NUM DET VERB,2478
PROPN NOUN PRON,13794
SCONJ SCONJ PRON,4965
PROPN CCONJ VERB,58558
DET NOUN NUM,16389
NOUN VERB SCONJ,44831
DET ADP ADJ,4151
ADV VERB VERB,11253
PUNCT ADP AUX,6835
VERB SCONJ ADV,4199
DET PROPN AUX,55543
PUNCT PRON ADP,3339
SCONJ VERB PROPN,2598
PRON PROPN ADP,7555
NOUN PROPN PART,9434
PRON PRON PUNCT,823
ADV PROPN ADV,507
PROPN ADV ADV,10518
ADV ADV NOUN,1620
ADV NOUN SCONJ,396
SCONJ ADJ VERB,750
ADJ VERB ADP,8900
ADJ ADP VERB,21744
AUX VERB PROPN,30774
VERB PROPN AUX,8370
NUM NOUN CCONJ,40123
VERB ADP AUX,6236
ADP AUX ADP,1415
NOUN CCONJ SCONJ,7156
DET PROPN CCONJ,64097
PROPN SCONJ VERB,2756
VERB CCONJ ADJ,7699
PRON PUNCT ADV,8181
PROPN DET PRON,618
VERB ADJ SCONJ,4128
ADJ SCONJ ADP,1629
SCONJ ADP PRON,5571
ADP PRON CCONJ,7996
PRON CCONJ PROPN,5755
PROPN ADV NOUN,2139
NOUN PRON ADV,10734
CCONJ ADP PRON,6508
CCONJ DET ADP,4299
DET ADP PRON,12067
VERB PRON SCONJ,7048
PRON SCONJ PRON,5381
PRON PART NOUN,1354
VERB PRON PROPN,13483
SCONJ SCONJ PROPN,1805
ADV ADJ SCONJ,6301
ADJ SCONJ PRON,7943
PUNCT DET ADP,22164
ADV NOUN PART,538
PRON PUNCT PRON,15403
VERB ADV PROPN,3728
ADV PROPN PART,1954
DET ADP VERB,998
ADJ PART ADV,1631
SCONJ PRON ADJ,5887
PROPN VERB NUM,40315
NUM VERB PROPN,10258
PRON ADP ADJ,6838
PUNCT PRON PART,724
PRON PART PROPN,242
PART PROPN ADP,17024
VERB ADJ PROPN,19161
CCONJ AUX ADJ,9984
CCONJ ADV PROPN,4924
ADV PROPN PROPN,21622
PUNCT PART AUX,4330
AUX DET ADP,3465
ADP PRON SCONJ,2545
ADV AUX PUNCT,2132
AUX PUNCT PRON,3149
PART AUX PROPN,3147
AUX PROPN CCONJ,2196
ADV PROPN CCONJ,2321
ADJ PROPN PART,6594
PROPN PART PUNCT,16582
PART PUNCT PROPN,7655
CCONJ NOUN CCONJ,11848
NUM DET AUX,1494
CCONJ DET ADV,5129
NOUN PROPN NOUN,87925
PUNCT PRON ADJ,26347
AUX AUX DET,24352
ADP NOUN SYM,2674
NOUN SYM NUM,11871
ADP PROPN PRON,14051
VERB SCONJ ADJ,14011
CCONJ NOUN DET,4443
PRON VERB AUX,4674
VERB AUX DET,4544
SCONJ SCONJ VERB,557
CCONJ ADV NOUN,4696
AUX NOUN VERB,5197
ADJ PROPN AUX,10601
NOUN ADJ AUX,999
ADJ AUX NOUN,619
AUX NOUN CCONJ,3874
CCONJ DET AUX,6778
DET AUX NOUN,3857
VERB AUX ADV,2708
PRON ADJ PUNCT,12583
VERB PUNCT ADJ,29964
PRON PUNCT SCONJ,4606
ADJ ADP ADP,6798
ADV ADV ADV,7654
PUNCT PROPN PRON,9171
VERB CCONJ AUX,7115
NOUN SCONJ ADV,2704
SCONJ ADV DET,2515
ADV DET PROPN,12066
PROPN PROPN ADJ,56405
PUNCT ADP SCONJ,1763
ADP SCONJ NUM,191
SCONJ NUM VERB,733
NUM VERB ADJ,5120
DET AUX SCONJ,2985
AUX SCONJ DET,4772
NUM CCONJ VERB,15696
VERB SCONJ ADP,10924
SCONJ ADP NUM,2915
NUM NOUN ADJ,24620
NOUN ADJ VERB,3369
ADJ VERB PRON,1524
PRON PART ADV,888
PRON NOUN PRON,13236
NOUN PRON ADJ,4072
PUNCT X PROPN,12387
X PROPN PART,1345
PROPN PART X,477
PART X NOUN,240
ADV ADV X,172
ADV X PRON,107
X PRON X,633
PRON X AUX,393
X AUX VERB,610
VERB ADJ PART,2651
NUM NOUN PART,12645
PART AUX PART,1115
ADV AUX PART,6174
VERB PRON CCONJ,7866
PRON CCONJ VERB,5615
CCONJ VERB ADV,15937
VERB ADV AUX,2214
PRON PUNCT ADJ,5689
PART NOUN SCONJ,4320
NOUN ADV ADJ,10115
PUNCT NUM ADV,4483
ADP ADV NUM,17525
PUNCT SCONJ ADP,16151
NUM ADP PRON,19078
ADJ SCONJ PUNCT,731
SCONJ PUNCT ADJ,1666
DET VERB PRON,10176
CCONJ VERB CCONJ,3199
DET DET CCONJ,107
DET CCONJ PRON,234
CCONJ PRON PUNCT,1922
VERB CCONJ PROPN,3845
PROPN ADV PART,647
DET NUM PROPN,55547
PROPN AUX PUNCT,7717
AUX PUNCT DET,6829
ADP PROPN ADJ,13113
PROPN ADJ NUM,5568
PUNCT AUX PUNCT,3179
PUNCT PART NOUN,1573
DET PRON NOUN,4003
VERB CCONJ INTJ,16
CCONJ INTJ PUNCT,231
INTJ PUNCT PRON,1198
DET ADP PUNCT,3198
AUX PUNCT VERB,8796
ADJ NUM ADP,5465
NOUN PART NUM,4450
CCONJ PUNCT NOUN,8484
PART PUNCT ADV,1560
PRON PROPN ADJ,4106
PROPN ADJ VERB,2208
SCONJ PUNCT NOUN,3273
NUM NOUN PRON,10561
SCONJ NOUN ADV,1293
NOUN ADV AUX,11584
ADV AUX AUX,3327
AUX AUX PRON,2399
AUX PRON DET,1125
PRON DET PUNCT,2370
SCONJ NOUN AUX,21125
NOUN AUX PRON,6961
AUX PRON PUNCT,3143
PUNCT INTJ ADP,471
INTJ ADP PRON,104
PART PUNCT ADJ,2967
PUNCT VERB CCONJ,14080
CCONJ INTJ NOUN,141
INTJ NOUN PUNCT,684
CCONJ ADJ PROPN,17546
PUNCT NUM ADJ,28040
PART NUM NUM,1812
NOUN ADJ SCONJ,1374
ADV NUM ADJ,5117
ADV NOUN PROPN,1706
NUM CCONJ PRON,1993
VERB NUM PROPN,43033
PUNCT NOUN INTJ,919
NOUN INTJ PROPN,888
INTJ PROPN PART,72
PART PROPN CCONJ,4934
PROPN ADP NUM,154673
PROPN PART CCONJ,2676
PART CCONJ PROPN,1809
NOUN NOUN INTJ,897
NOUN INTJ NOUN,1001
INTJ NOUN NOUN,874
NOUN ADJ PROPN,17135
CCONJ ADP NUM,12377
NUM ADP VERB,4242
NUM PUNCT AUX,20194
ADP NUM NUM,16497
CCONJ PROPN CCONJ,15484
NUM VERB NUM,8598
NUM NUM ADJ,14970
PUNCT PROPN X,18714
PROPN X CCONJ,244
X CCONJ PROPN,295
CCONJ PART DET,1830
PART DET PROPN,4059
PUNCT PROPN ADJ,24239
PROPN ADJ PROPN,34644
ADP NUM PART,11319
NUM PART VERB,11425
ADP NUM X,396
NUM X PROPN,2311
X PROPN PROPN,22295
VERB NUM VERB,2762
VERB PROPN INTJ,141
PROPN INTJ PROPN,2276
NUM PUNCT SCONJ,27272
PUNCT SCONJ ADJ,16836
ADV NOUN CCONJ,2474
CCONJ NOUN PRON,8313
SCONJ DET DET,1851
CCONJ ADV DET,11183
CCONJ AUX PUNCT,1003
AUX PUNCT ADP,5991
SCONJ PUNCT SCONJ,2308
SCONJ DET ADV,2241
CCONJ SCONJ DET,9086
AUX ADP VERB,3157
ADP ADJ NUM,13018
ADJ NUM AUX,1343
NUM AUX ADV,3433
DET ADV NUM,887
NOUN CCONJ NUM,31574
CCONJ NUM ADJ,8169
AUX ADP ADJ,10836
NUM AUX VERB,14876
ADV PROPN VERB,3611
ADJ PROPN NUM,16414
ADJ ADJ CCONJ,12680
NUM VERB ADP,22166
PROPN NOUN NUM,61259
ADP AUX DET,5674
PROPN PROPN DET,57245
ADP NUM AUX,7309
ADP AUX NUM,411
CCONJ NUM NUM,3119
PROPN ADJ ADJ,15031
ADV ADP NUM,24935
PROPN CCONJ ADP,15073
CCONJ ADP PROPN,16223
DET AUX CCONJ,297
PROPN NOUN ADV,14563
SCONJ ADJ ADP,3918
NOUN AUX CCONJ,2094
AUX CCONJ PRON,262
SCONJ ADP ADJ,3798
PUNCT PRON CCONJ,4282
PRON CCONJ DET,2511
CCONJ VERB NUM,10711
DET ADJ ADP,28400
PROPN CCONJ PUNCT,4749
VERB ADV CCONJ,11103
ADV CCONJ VERB,8797
PUNCT VERB VERB,17057
DET PROPN SCONJ,3789
PROPN SCONJ DET,9625
NOUN PRON PUNCT,7134
NUM ADP NUM,58585
PRON ADP AUX,857
ADJ PROPN VERB,15360
X PUNCT PRON,1376
X X ADP,996
X ADP DET,2692
ADP CCONJ NOUN,1952
X PUNCT SCONJ,622
X X PRON,763
SYM NUM CCONJ,3700
NUM CCONJ AUX,6283
AUX CCONJ AUX,1127
PRON NOUN NUM,2660
PROPN AUX PROPN,12928
AUX PROPN PUNCT,13832
PROPN SYM NUM,26598
NOUN PROPN SYM,4375
PROPN PUNCT SYM,5985
PUNCT SYM NUM,12991
NUM CCONJ ADP,3725
PUNCT INTJ PROPN,2558
INTJ PROPN PUNCT,1676
PUNCT PROPN SYM,27245
PUNCT SYM PROPN,5185
SYM PROPN PUNCT,25687
VERB ADV SYM,789
ADV SYM NUM,2718
SYM NUM ADV,1106
NUM ADV ADV,1293
ADV ADP ADP,10134
PROPN X PROPN,39024
X PROPN PUNCT,31737
PROPN ADV NUM,2771
ADV NUM PUNCT,6089
ADJ PROPN SYM,1971
PROPN PROPN X,21505
VERB PROPN X,1203
SYM NUM SYM,41470
PUNCT NOUN SYM,8390
PUNCT ADV SYM,551
PROPN PROPN SYM,57017
NOUN DET ADV,4099
NUM ADJ NUM,6402
ADV PROPN NOUN,3450
PRON PUNCT NUM,3859
VERB PUNCT NUM,19838
NOUN PROPN X,3012
ADP PROPN SYM,7125
PUNCT AUX NOUN,4634
AUX NOUN ADJ,1509
AUX PUNCT NUM,1532
SYM NUM NUM,50532
PROPN NOUN ADJ,16195
NUM ADJ PUNCT,8690
CCONJ DET VERB,11727
NUM ADJ ADJ,14645
ADJ PART NOUN,1327
NUM CCONJ DET,9475
PRON NOUN ADJ,17113
ADJ ADJ NUM,2792
PART NUM PUNCT,4810
AUX PUNCT PROPN,5348
ADP NOUN PRON,26566
PRON ADV ADV,5601
PART AUX ADP,6421
VERB ADJ NUM,2493
PROPN AUX NUM,13405
AUX PROPN NUM,1424
ADP NUM ADJ,31396
PROPN CCONJ NUM,11309
NOUN NUM ADJ,6376
PRON ADJ PART,2715
PRON ADJ NUM,3452
PUNCT DET SCONJ,597
DET SCONJ NUM,298
SCONJ NUM ADP,2641
PROPN PART AUX,8130
ADP PUNCT ADP,9747
VERB VERB SYM,173
VERB SYM NUM,11148
SYM NUM ADP,14815
ADJ ADP SYM,1856
ADP SYM NUM,20186
SCONJ NOUN NOUN,9713
SCONJ ADP NOUN,5943
PROPN NOUN PART,18981
NOUN ADV DET,4233
DET VERB PART,4717
ADP NOUN X,1240
NOUN X NOUN,3968
X NOUN PUNCT,12136
PROPN VERB SYM,2122
PUNCT DET PRON,11098
NOUN ADP SYM,9055
PRON PRON ADJ,3819
NUM ADP PUNCT,3799
PART ADJ PROPN,7754
DET PRON PROPN,559
NUM SCONJ PROPN,3209
NOUN ADJ NUM,3762
PUNCT ADP PART,1216
CCONJ SCONJ PUNCT,1579
ADP X PROPN,2548
AUX ADJ ADJ,10522
PUNCT PROPN INTJ,1125
PROPN INTJ PUNCT,1117
INTJ PUNCT PROPN,3231
PART ADJ CCONJ,3177
SCONJ ADV PROPN,582
PRON ADJ PROPN,11217
PUNCT NUM SCONJ,1821
VERB NUM ADV,1108
NUM ADV ADP,3012
DET PROPN X,4091
X PROPN CCONJ,2191
DET PROPN DET,5782
ADJ ADJ PART,534
DET AUX ADP,4481
AUX ADP PROPN,12996
ADP NUM SCONJ,7752
NUM SCONJ PRON,4682
NUM SCONJ ADJ,626
SCONJ ADJ NUM,174
PRON PROPN NOUN,12498
NOUN NUM SCONJ,1293
PRON VERB X,1830
VERB X NOUN,1901
X NOUN NOUN,6012
PUNCT NUM VERB,14694
NUM ADJ CCONJ,2145
ADJ CCONJ NUM,2165
CCONJ NUM ADP,10837
PROPN PROPN SCONJ,18291
PROPN SCONJ PRON,17072
DET PRON ADV,1955
VERB ADJ ADV,2532
ADJ ADV CCONJ,724
ADV CCONJ AUX,2294
PROPN X X,4750
X X PROPN,6202
X PROPN VERB,1742
VERB ADV NUM,10626
PUNCT PROPN SCONJ,2663
ADJ ADP NUM,34477
ADJ PRON ADV,247
NOUN NUM DET,8072
ADV PUNCT NUM,9961
X X ADJ,1022
X ADJ NOUN,5870
VERB ADJ DET,1657
X PROPN SCONJ,108
PUNCT NUM AUX,5093
NUM AUX DET,5317
NOUN PRON DET,5862
PRON DET NOUN,15963
ADP ADV DET,7869
NOUN NUM AUX,4058
NOUN NUM PRON,2719
NUM PRON VERB,12475
PUNCT PRON NUM,1879
NOUN PROPN SCONJ,1175
PROPN SCONJ ADV,728
SCONJ ADV ADV,1318
ADV ADV PROPN,1599
VERB PART ADJ,967
SCONJ PROPN ADV,3037
ADV NUM VERB,1493
NUM VERB CCONJ,1047
VERB ADV PART,6406
ADP SCONJ PROPN,2582
NUM SCONJ ADP,701
NOUN ADV PRON,1897
ADJ PROPN X,733
ADJ ADV NOUN,1281
X PROPN ADP,3524
NUM VERB ADV,1985
PRON ADJ ADV,1166
ADJ ADV PROPN,746
PROPN NOUN DET,15781
SCONJ PRON ADP,537
PART NOUN PRON,2496
PROPN ADV PROPN,4799
PROPN SCONJ NUM,4342
AUX PRON ADJ,9325
NOUN DET ADP,2574
NOUN ADJ ADV,1375
ADJ ADV NUM,403
AUX ADV NOUN,7107
ADV NOUN DET,374
DET VERB CCONJ,2068
PROPN ADV CCONJ,1538
ADV CCONJ PROPN,1113
AUX ADV PROPN,3690
PRON CCONJ PUNCT,224
CCONJ PUNCT PRON,1866
CCONJ ADJ ADV,1597
ADJ NUM NUM,5975
ADJ NUM DET,733
AUX ADV PART,5053
PROPN DET AUX,5354
AUX DET NUM,9216
ADV ADJ VERB,2674
NUM ADP PART,104
SCONJ VERB ADP,16365
ADV DET ADP,2213
ADJ PROPN PRON,2202
NUM VERB DET,12142
DET ADP NUM,2090
CCONJ NUM AUX,2250
VERB CCONJ ADV,7142
AUX SCONJ PROPN,1535
PROPN DET NUM,3502
ADJ ADJ VERB,5630
NUM DET NUM,2045
PART ADP PROPN,2069
ADV NUM ADP,4510
X PROPN AUX,1097
CCONJ VERB VERB,9012
CCONJ ADP ADP,3094
X PROPN ADV,338
NUM ADJ DET,155
PART PROPN PRON,477
PROPN PRON ADJ,1605
PRON ADJ AUX,403
ADJ AUX PROPN,1025
ADV AUX NOUN,3551
ADV AUX ADV,4269
ADJ ADV PRON,275
NOUN SCONJ NUM,7318
SCONJ NUM PUNCT,13509
PROPN ADP AUX,2451
PROPN PRON NOUN,4506
NUM PART NOUN,1677
NUM PROPN X,1901
ADJ CCONJ PROPN,9510
PROPN PRON SCONJ,131
AUX PROPN NOUN,2772
ADJ ADV ADV,2251
ADV ADP AUX,2014
NOUN DET PRON,2521
NUM NUM ADV,1897
SCONJ NUM SCONJ,220
DET NUM PRON,841
NUM CCONJ PART,213
CCONJ ADJ AUX,1443
NUM PROPN DET,6245
PRON ADP NUM,4545
VERB VERB PART,2250
ADJ NUM VERB,1745
PART ADP NUM,827
DET NUM AUX,3399
PUNCT ADV PART,3709
AUX PROPN DET,361
NOUN PROPN ADV,4741
PROPN ADV AUX,6284
ADJ PROPN DET,2637
ADV PROPN NUM,1881
DET ADV NOUN,2276
PROPN PRON PRON,1112
PRON PRON PROPN,7378
SCONJ ADV AUX,553
ADV AUX ADJ,7621
DET AUX PRON,3839
ADP CCONJ PROPN,3170
ADP AUX ADV,2504
NOUN AUX SCONJ,8116
NUM PART AUX,762
PROPN SCONJ NOUN,1939
SCONJ NOUN NUM,557
ADV DET NUM,2220
PUNCT NOUN DET,8695
X PROPN DET,443
AUX AUX NUM,2425
DET ADJ PART,4405
PROPN PART ADP,2714
PROPN DET X,251
DET X PROPN,1996
ADV ADV SCONJ,2280
ADV SCONJ VERB,1591
NUM ADV VERB,5935
PART NOUN DET,2823
PROPN PRON ADV,2677
ADP ADP ADP,2977
NOUN AUX NUM,19760
ADV ADV NUM,6618
ADJ NUM PRON,480
PRON ADP ADP,4922
ADP NUM PRON,11690
NOUN ADV NUM,2219
DET ADJ PRON,1388
ADJ PRON VERB,1725
ADV PART ADV,872
CCONJ PROPN X,1143
ADP ADP ADV,1957
ADP DET CCONJ,1901
DET CCONJ VERB,830
PRON ADJ X,278
ADJ X NOUN,2975
NOUN ADJ PRON,355
PROPN VERB AUX,2064
VERB AUX PROPN,1149
NUM AUX ADP,1486
ADJ NUM CCONJ,1454
ADV PART AUX,3666
CCONJ ADP AUX,283
ADP VERB NUM,4699
NOUN DET DET,1881
PROPN AUX PRON,4882
DET NUM NUM,3986
PROPN ADP ADV,4960
PROPN SCONJ ADP,2411
SCONJ ADP VERB,1128
ADP VERB PART,5740
DET AUX PROPN,2185
X PROPN NOUN,4869
NOUN PROPN PRON,2863
VERB ADV SCONJ,5270
ADV SCONJ NOUN,1447
SCONJ NOUN PROPN,1194
NOUN PRON NUM,3333
PRON NUM PUNCT,4502
PROPN NOUN SCONJ,6734
PROPN PRON PUNCT,6189
NOUN INTJ VERB,236
INTJ VERB PROPN,264
NOUN PROPN DET,8399
PROPN NOUN INTJ,884
SYM PROPN ADP,2836
PROPN NOUN SYM,3814
SYM NUM NOUN,25236
PRON PROPN DET,1779
VERB PUNCT X,4210
NUM PRON PROPN,1311
NOUN NUM X,1105
NUM X X,1484
AUX PART PROPN,979
NUM PRON PRON,370
NUM PART ADP,151
VERB DET AUX,2351
NUM PRON NOUN,1705
NUM PRON ADJ,536
NUM PROPN CCONJ,15180
NUM ADV DET,669
NUM ADV AUX,328
NUM SCONJ NOUN,867
PROPN PRON PROPN,6647
NUM DET ADV,730
ADV ADJ PROPN,8509
NUM ADV PROPN,1490
NUM PROPN PART,7831
SCONJ ADP PROPN,4656
ADV NUM PROPN,4172
NUM ADP SCONJ,65
VERB NUM DET,1416
PROPN NUM SYM,41203
SYM NUM PROPN,45390
ADV DET AUX,1909
CCONJ AUX NOUN,2744
CCONJ PART NOUN,598
AUX SCONJ NUM,229
SCONJ NUM AUX,868
NUM AUX NOUN,1142
PUNCT NUM DET,13027
DET ADV PROPN,1995
PUNCT ADV NUM,16879
PART NOUN ADJ,1950
ADV NOUN ADV,615
VERB VERB NUM,3656
ADV ADJ DET,1869
ADJ DET NUM,355
PART ADJ ADJ,12946
CCONJ PROPN SYM,2127
ADJ DET PROPN,1743
CCONJ DET NUM,8916
AUX ADP NUM,6265
ADP NUM ADV,4441
CCONJ ADV NUM,3428
CCONJ SCONJ NUM,627
CCONJ PRON ADP,684
ADJ SCONJ PROPN,3616
PRON NUM PROPN,2961
PUNCT SCONJ NUM,8596
DET AUX ADJ,11884
PUNCT AUX ADP,5601
PROPN ADJ ADP,6241
PART DET ADJ,5030
NUM PROPN PRON,2472
ADV NOUN PUNCT,13373
