threshold,fpr,tpr
0.92724997,0.02208000,0.19832000
0.92727399,0.02208000,0.19824000
0.92720878,0.02208000,0.19856000
0.92713517,0.02216000,0.19856000
0.92709255,0.02216000,0.19872000
0.92713273,0.02216000,0.19864000
0.92707658,0.02224000,0.19880000
0.92708129,0.02224000,0.19872000
0.92696422,0.02232000,0.19928000
0.92691290,0.02232000,0.19968000
0.92697918,0.02232000,0.19912000
0.92701501,0.02232000,0.19904000
0.92703611,0.02232000,0.19896000
0.92691892,0.02232000,0.19952000
0.92696309,0.02232000,0.19936000
0.92693818,0.02232000,0.19944000
0.92691535,0.02232000,0.19960000
0.92696512,0.02232000,0.19920000
0.92707646,0.02232000,0.19880000
0.92705703,0.02232000,0.19888000
0.92680365,0.02240000,0.20008000
0.92685801,0.02240000,0.19976000
0.92681438,0.02240000,0.20000000
0.92685688,0.02240000,0.19984000
0.92683893,0.02240000,0.19992000
0.92687231,0.02240000,0.19968000
0.92669338,0.02248000,0.20024000
0.92674077,0.02248000,0.20016000
0.92674989,0.02248000,0.20008000
0.92665601,0.02248000,0.20032000
0.92662781,0.02256000,0.20048000
0.92664903,0.02256000,0.20032000
0.92663860,0.02256000,0.20040000
0.92662597,0.02256000,0.20056000
0.92657328,0.02264000,0.20056000
0.92650914,0.02272000,0.20064000
0.92651856,0.02272000,0.20056000
0.92623001,0.02288000,0.20144000
0.92618483,0.02288000,0.20160000
0.92584312,0.02288000,0.20296000
0.92579561,0.02288000,0.20304000
0.92578065,0.02288000,0.20312000
0.92577434,0.02288000,0.20320000
0.92629987,0.02288000,0.20120000
0.92609560,0.02288000,0.20208000
0.92609048,0.02288000,0.20216000
0.92610562,0.02288000,0.20192000
0.92648095,0.02288000,0.20072000
0.92645192,0.02288000,0.20080000
0.92644340,0.02288000,0.20088000
0.92644161,0.02288000,0.20096000
0.92623943,0.02288000,0.20136000
0.92609924,0.02288000,0.20200000
0.92619652,0.02288000,0.20152000
0.92600787,0.02288000,0.20248000
0.92595083,0.02288000,0.20256000
0.92603421,0.02288000,0.20232000
0.92602628,0.02288000,0.20240000
0.92625511,0.02288000,0.20128000
0.92614537,0.02288000,0.20168000
0.92613435,0.02288000,0.20176000
0.92612648,0.02288000,0.20184000
0.92573655,0.02288000,0.20336000
0.92573643,0.02288000,0.20344000
0.92572713,0.02288000,0.20352000
0.92563564,0.02288000,0.20392000
0.92584711,0.02288000,0.20280000
0.92636186,0.02288000,0.20112000
0.92636836,0.02288000,0.20104000
0.92648906,0.02288000,0.20064000
0.92576575,0.02288000,0.20328000
0.92562950,0.02288000,0.20400000
0.92559016,0.02288000,0.20408000
0.92558938,0.02288000,0.20416000
0.92584425,0.02288000,0.20288000
0.92606437,0.02288000,0.20224000
0.92572284,0.02288000,0.20360000
0.92568421,0.02288000,0.20368000
0.92563981,0.02288000,0.20376000
0.92586970,0.02288000,0.20272000
0.92594653,0.02288000,0.20264000
0.92563891,0.02288000,0.20384000
0.92558527,0.02296000,0.20416000
0.92544740,0.02304000,0.20480000
0.92557150,0.02304000,0.20416000
0.92546946,0.02304000,0.20456000
0.92545742,0.02304000,0.20464000
0.92542475,0.02304000,0.20488000
0.92545050,0.02304000,0.20472000
0.92549336,0.02304000,0.20448000
0.92550498,0.02304000,0.20440000
0.92542315,0.02304000,0.20496000
0.92552811,0.02304000,0.20432000
0.92556125,0.02304000,0.20424000
0.92540312,0.02304000,0.20504000
0.92495275,0.02312000,0.20608000
0.92534810,0.02312000,0.20504000
0.92517406,0.02312000,0.20584000
0.92532361,0.02312000,0.20512000
0.92522478,0.02312000,0.20560000
0.92521960,0.02312000,0.20568000
0.92519212,0.02312000,0.20576000
0.92525542,0.02312000,0.20544000
0.92524642,0.02312000,0.20552000
0.92528766,0.02312000,0.20528000
0.92525846,0.02312000,0.20536000
0.92506033,0.02312000,0.20592000
0.92498660,0.02312000,0.20600000
0.92530888,0.02312000,0.20520000
0.92484635,0.02320000,0.20632000
0.92477965,0.02320000,0.20640000
0.92491823,0.02320000,0.20616000
0.92490774,0.02320000,0.20624000
0.92494464,0.02320000,0.20608000
0.92477334,0.02320000,0.20648000
0.92475909,0.02328000,0.20648000
0.92474216,0.02336000,0.20656000
0.92475522,0.02336000,0.20648000
0.92471862,0.02336000,0.20664000
0.92463267,0.02344000,0.20680000
0.92465603,0.02344000,0.20672000
0.92467171,0.02344000,0.20664000
0.92461544,0.02344000,0.20688000
0.92461526,0.02344000,0.20696000
0.92448443,0.02352000,0.20712000
0.92461324,0.02352000,0.20696000
0.92447424,0.02352000,0.20720000
0.92454922,0.02352000,0.20704000
0.92446393,0.02360000,0.20720000
0.92439538,0.02360000,0.20760000
0.92446077,0.02360000,0.20728000
0.92444766,0.02360000,0.20736000
0.92443246,0.02360000,0.20744000
0.92442042,0.02360000,0.20752000
0.92431867,0.02368000,0.20776000
0.92436004,0.02368000,0.20768000
0.92431158,0.02368000,0.20792000
0.92431718,0.02368000,0.20784000
0.92438173,0.02368000,0.20760000
0.92418313,0.02376000,0.20824000
0.92430913,0.02376000,0.20792000
0.92418325,0.02376000,0.20816000
0.92423958,0.02376000,0.20808000
0.92413419,0.02376000,0.20832000
0.92425913,0.02376000,0.20800000
0.92406869,0.02384000,0.20832000
0.92398608,0.02392000,0.20848000
0.92400938,0.02392000,0.20840000
0.92403096,0.02392000,0.20832000
0.92397040,0.02392000,0.20856000
0.92381173,0.02400000,0.20904000
0.92385358,0.02400000,0.20880000
0.92376387,0.02400000,0.20928000
0.92375112,0.02400000,0.20936000
0.92376721,0.02400000,0.20912000
0.92369008,0.02400000,0.20960000
0.92394131,0.02400000,0.20864000
0.92393506,0.02400000,0.20872000
0.92370069,0.02400000,0.20952000
0.92383283,0.02400000,0.20896000
0.92372721,0.02400000,0.20944000
0.92376566,0.02400000,0.20920000
0.92385203,0.02400000,0.20888000
0.92394507,0.02400000,0.20856000
0.92362410,0.02408000,0.20968000
0.92368072,0.02408000,0.20960000
0.92357475,0.02416000,0.20976000
0.92354774,0.02416000,0.20984000
0.92352903,0.02416000,0.20992000
0.92361557,0.02416000,0.20968000
0.92347759,0.02424000,0.21008000
0.92350209,0.02424000,0.21000000
0.92351121,0.02424000,0.20992000
0.92345935,0.02432000,0.21008000
0.92343366,0.02432000,0.21016000
0.92342287,0.02432000,0.21024000
0.92337519,0.02440000,0.21024000
0.92336595,0.02440000,0.21032000
0.92330021,0.02448000,0.21056000
0.92330182,0.02448000,0.21048000
0.92330855,0.02448000,0.21040000
0.92333728,0.02448000,0.21032000
0.92328525,0.02456000,0.21056000
0.92328203,0.02456000,0.21064000
0.92324746,0.02456000,0.21072000
0.92301983,0.02464000,0.21128000
0.92323995,0.02464000,0.21080000
0.92286056,0.02464000,0.21168000
0.92324013,0.02464000,0.21072000
0.92284495,0.02464000,0.21176000
0.92282039,0.02464000,0.21184000
0.92298812,0.02464000,0.21136000
0.92323607,0.02464000,0.21088000
0.92310339,0.02464000,0.21104000
0.92307109,0.02464000,0.21120000
0.92308247,0.02464000,0.21112000
0.92287046,0.02464000,0.21160000
0.92320400,0.02464000,0.21096000
0.92293012,0.02464000,0.21144000
0.92292374,0.02464000,0.21152000
0.92271864,0.02472000,0.21200000
0.92269635,0.02472000,0.21208000
0.92277777,0.02472000,0.21184000
0.92272961,0.02472000,0.21192000
0.92260057,0.02480000,0.21232000
0.92259985,0.02480000,0.21240000
0.92248994,0.02480000,0.21264000
0.92247677,0.02480000,0.21272000
0.92267329,0.02480000,0.21216000
0.92267036,0.02480000,0.21224000
0.92268729,0.02480000,0.21208000
0.92237300,0.02480000,0.21304000
0.92250699,0.02480000,0.21248000
0.92247403,0.02480000,0.21280000
0.92237645,0.02480000,0.21296000
0.92246765,0.02480000,0.21288000
0.92249906,0.02480000,0.21256000
0.92231876,0.02488000,0.21312000
0.92233759,0.02488000,0.21304000
0.92223847,0.02496000,0.21312000
0.92220080,0.02504000,0.21328000
0.92213947,0.02504000,0.21336000
0.92220384,0.02504000,0.21320000
0.92222333,0.02504000,0.21312000
0.92202556,0.02512000,0.21352000
0.92197794,0.02512000,0.21376000
0.92197126,0.02512000,0.21384000
0.92206389,0.02512000,0.21344000
0.92206722,0.02512000,0.21336000
0.92200685,0.02512000,0.21360000
0.92197835,0.02512000,0.21368000
0.92195040,0.02520000,0.21392000
0.92195970,0.02520000,0.21384000
0.92142469,0.02528000,0.21544000
0.92136467,0.02528000,0.21568000
0.92143470,0.02528000,0.21528000
0.92142713,0.02528000,0.21536000
0.92160237,0.02528000,0.21496000
0.92127359,0.02528000,0.21616000
0.92131662,0.02528000,0.21584000
0.92153251,0.02528000,0.21504000
0.92136520,0.02528000,0.21560000
0.92192274,0.02528000,0.21400000
0.92190921,0.02528000,0.21408000
0.92188430,0.02528000,0.21416000
0.92132145,0.02528000,0.21576000
0.92175817,0.02528000,0.21440000
0.92125642,0.02528000,0.21624000
0.92124701,0.02528000,0.21632000
0.92165571,0.02528000,0.21480000
0.92194742,0.02528000,0.21392000
0.92184287,0.02528000,0.21424000
0.92167205,0.02528000,0.21472000
0.92130500,0.02528000,0.21608000
0.92169368,0.02528000,0.21464000
0.92140454,0.02528000,0.21552000
0.92163950,0.02528000,0.21488000
0.92171365,0.02528000,0.21456000
0.92130840,0.02528000,0.21592000
0.92130667,0.02528000,0.21600000
0.92174369,0.02528000,0.21448000
0.92177665,0.02528000,0.21432000
0.92151022,0.02528000,0.21512000
0.92149901,0.02528000,0.21520000
0.92120117,0.02536000,0.21648000
0.92121536,0.02536000,0.21640000
0.92123175,0.02536000,0.21632000
0.92116666,0.02536000,0.21656000
0.92106181,0.02544000,0.21672000
0.92089093,0.02544000,0.21696000
0.92089891,0.02544000,0.21688000
0.92112207,0.02544000,0.21656000
0.92084128,0.02544000,0.21728000
0.92083460,0.02544000,0.21736000
0.92088675,0.02544000,0.21712000
0.92082345,0.02544000,0.21744000
0.92109829,0.02544000,0.21664000
0.92087102,0.02544000,0.21720000
0.92097199,0.02544000,0.21680000
0.92089081,0.02544000,0.21704000
0.92072999,0.02552000,0.21744000
0.92065078,0.02552000,0.21792000
0.92046314,0.02552000,0.21808000
0.92064047,0.02552000,0.21800000
0.92068100,0.02552000,0.21768000
0.92065352,0.02552000,0.21784000
0.92068946,0.02552000,0.21760000
0.92065662,0.02552000,0.21776000
0.92069644,0.02552000,0.21752000
0.92030734,0.02552000,0.21824000
0.92022818,0.02552000,0.21832000
0.92041552,0.02552000,0.21816000
0.92017782,0.02560000,0.21840000
0.92006105,0.02560000,0.21856000
0.92014533,0.02560000,0.21848000
0.92021096,0.02560000,0.21832000
0.91992152,0.02568000,0.21880000
0.91976762,0.02568000,0.21888000
0.91997975,0.02568000,0.21856000
0.91997439,0.02568000,0.21864000
0.91964972,0.02568000,0.21912000
0.91967028,0.02568000,0.21904000
0.91967112,0.02568000,0.21896000
0.91994733,0.02568000,0.21872000
0.91924226,0.02576000,0.22016000
0.91907197,0.02576000,0.22072000
0.91963762,0.02576000,0.21912000
0.91963238,0.02576000,0.21920000
0.91913199,0.02576000,0.22056000
0.91928834,0.02576000,0.22000000
0.91948414,0.02576000,0.21952000
0.91912502,0.02576000,0.22064000
0.91923857,0.02576000,0.22024000
0.91919845,0.02576000,0.22032000
0.91919291,0.02576000,0.22040000
0.91929698,0.02576000,0.21992000
0.91937006,0.02576000,0.21984000
0.91941851,0.02576000,0.21976000
0.91942060,0.02576000,0.21968000
0.91945165,0.02576000,0.21960000
0.91901088,0.02576000,0.22088000
0.91899443,0.02576000,0.22096000
0.91955203,0.02576000,0.21944000
0.91959083,0.02576000,0.21936000
0.91959447,0.02576000,0.21928000
0.91916454,0.02576000,0.22048000
0.91926849,0.02576000,0.22008000
0.91905791,0.02576000,0.22080000
0.91894752,0.02584000,0.22096000
0.91891563,0.02584000,0.22112000
0.91886669,0.02584000,0.22120000
0.91892672,0.02584000,0.22104000
0.91884530,0.02592000,0.22120000
0.91882956,0.02592000,0.22128000
0.91865128,0.02600000,0.22200000
0.91879195,0.02600000,0.22128000
0.91873449,0.02600000,0.22144000
0.91870970,0.02600000,0.22152000
0.91868466,0.02600000,0.22160000
0.91874582,0.02600000,0.22136000
0.91866940,0.02600000,0.22192000
0.91867983,0.02600000,0.22184000
0.91868448,0.02600000,0.22168000
0.91868359,0.02600000,0.22176000
0.91861165,0.02608000,0.22200000
0.91852897,0.02608000,0.22232000
0.91856062,0.02608000,0.22216000
0.91853672,0.02608000,0.22224000
0.91850966,0.02608000,0.22240000
0.91858721,0.02608000,0.22208000
0.91850579,0.02616000,0.22240000
0.91838336,0.02616000,0.22248000
0.91837138,0.02616000,0.22256000
0.91817468,0.02624000,0.22288000
0.91810107,0.02624000,0.22304000
0.91806269,0.02624000,0.22312000
0.91805929,0.02624000,0.22320000
0.91803712,0.02624000,0.22328000
0.91803455,0.02624000,0.22336000
0.91794890,0.02624000,0.22344000
0.91818571,0.02624000,0.22280000
0.91834050,0.02624000,0.22264000
0.91828281,0.02624000,0.22272000
0.91834605,0.02624000,0.22256000
0.91814995,0.02624000,0.22296000
0.91727525,0.02632000,0.22544000
0.91724330,0.02632000,0.22560000
0.91776663,0.02632000,0.22416000
0.91792661,0.02632000,0.22344000
0.91740018,0.02632000,0.22496000
0.91718471,0.02632000,0.22568000
0.91725403,0.02632000,0.22552000
0.91746891,0.02632000,0.22488000
0.91750550,0.02632000,0.22472000
0.91751575,0.02632000,0.22464000
0.91758060,0.02632000,0.22456000
0.91760862,0.02632000,0.22448000
0.91729671,0.02632000,0.22528000
0.91769350,0.02632000,0.22432000
0.91769683,0.02632000,0.22424000
0.91728181,0.02632000,0.22536000
0.91734338,0.02632000,0.22512000
0.91734207,0.02632000,0.22520000
0.91735339,0.02632000,0.22504000
0.91747481,0.02632000,0.22480000
0.91785187,0.02632000,0.22376000
0.91784585,0.02632000,0.22384000
0.91780186,0.02632000,0.22400000
0.91783577,0.02632000,0.22392000
0.91779852,0.02632000,0.22408000
0.91788059,0.02632000,0.22360000
0.91785908,0.02632000,0.22368000
0.91766995,0.02632000,0.22440000
0.91789907,0.02632000,0.22352000
0.91716695,0.02640000,0.22568000
0.91683137,0.02648000,0.22632000
0.91709185,0.02648000,0.22592000
0.91686410,0.02648000,0.22624000
0.91690278,0.02648000,0.22616000
0.91695380,0.02648000,0.22600000
0.91710532,0.02648000,0.22584000
0.91691613,0.02648000,0.22608000
0.91715044,0.02648000,0.22576000
0.91715223,0.02648000,0.22568000
0.91679758,0.02656000,0.22640000
0.91681564,0.02656000,0.22632000
0.91666090,0.02664000,0.22704000
0.91677511,0.02664000,0.22656000
0.91678739,0.02664000,0.22648000
0.91676474,0.02664000,0.22672000
0.91673958,0.02664000,0.22680000
0.91679627,0.02664000,0.22640000
0.91676521,0.02664000,0.22664000
0.91669858,0.02664000,0.22688000
0.91668218,0.02664000,0.22696000
0.91664982,0.02672000,0.22704000
0.91658258,0.02680000,0.22728000
0.91643411,0.02680000,0.22760000
0.91660112,0.02680000,0.22720000
0.91651189,0.02680000,0.22736000
0.91641098,0.02680000,0.22768000
0.91640198,0.02680000,0.22776000
0.91663438,0.02680000,0.22704000
0.91646302,0.02680000,0.22744000
0.91643453,0.02680000,0.22752000
0.91660321,0.02680000,0.22712000
0.91638637,0.02688000,0.22784000
0.91632688,0.02688000,0.22800000
0.91620749,0.02688000,0.22816000
0.91626596,0.02688000,0.22808000
0.91639036,0.02688000,0.22776000
0.91634089,0.02688000,0.22792000
0.91617656,0.02696000,0.22824000
0.91620541,0.02696000,0.22816000
0.91607881,0.02696000,0.22840000
0.91610605,0.02696000,0.22832000
0.91605592,0.02704000,0.22848000
0.91606092,0.02704000,0.22840000
0.91599470,0.02704000,0.22864000
0.91595107,0.02704000,0.22872000
0.91600418,0.02704000,0.22856000
0.91592520,0.02712000,0.22872000
0.91591990,0.02712000,0.22880000
0.91584510,0.02720000,0.22880000
0.91582280,0.02728000,0.22880000
0.91580361,0.02728000,0.22888000
0.91576791,0.02728000,0.22904000
0.91577721,0.02728000,0.22896000
0.91566485,0.02728000,0.22928000
0.91566193,0.02728000,0.22936000
0.91576189,0.02728000,0.22912000
0.91567975,0.02728000,0.22920000
0.91564614,0.02728000,0.22944000
0.91520929,0.02736000,0.23056000
0.91543794,0.02736000,0.22992000
0.91550922,0.02736000,0.22976000
0.91530508,0.02736000,0.23032000
0.91526353,0.02736000,0.23040000
0.91526121,0.02736000,0.23048000
0.91534781,0.02736000,0.23024000
0.91548407,0.02736000,0.22984000
0.91535282,0.02736000,0.23016000
0.91542244,0.02736000,0.23000000
0.91538417,0.02736000,0.23008000
0.91555303,0.02736000,0.22960000
0.91551322,0.02736000,0.22968000
0.91555583,0.02736000,0.22952000
0.91558290,0.02736000,0.22944000
0.91518283,0.02744000,0.23056000
0.91518193,0.02744000,0.23064000
0.91497862,0.02752000,0.23088000
0.91502512,0.02752000,0.23080000
0.91493261,0.02752000,0.23096000
0.91488498,0.02752000,0.23104000
0.91506511,0.02752000,0.23072000
0.91513002,0.02752000,0.23064000
0.91476655,0.02760000,0.23128000
0.91486692,0.02760000,0.23112000
0.91488212,0.02760000,0.23104000
0.91472161,0.02760000,0.23144000
0.91476208,0.02760000,0.23136000
0.91483772,0.02760000,0.23120000
0.91464579,0.02768000,0.23168000
0.91415417,0.02768000,0.23336000
0.91415203,0.02768000,0.23344000
0.91415191,0.02768000,0.23352000
0.91413057,0.02768000,0.23360000
0.91454655,0.02768000,0.23264000
0.91450977,0.02768000,0.23272000
0.91410130,0.02768000,0.23368000
0.91446131,0.02768000,0.23280000
0.91459394,0.02768000,0.23200000
0.91455466,0.02768000,0.23240000
0.91442293,0.02768000,0.23288000
0.91460580,0.02768000,0.23192000
0.91461480,0.02768000,0.23184000
0.91427892,0.02768000,0.23296000
0.91424006,0.02768000,0.23312000
0.91457391,0.02768000,0.23232000
0.91457748,0.02768000,0.23224000
0.91469276,0.02768000,0.23160000
0.91471010,0.02768000,0.23152000
0.91471243,0.02768000,0.23144000
0.91422373,0.02768000,0.23328000
0.91422933,0.02768000,0.23320000
0.91454989,0.02768000,0.23256000
0.91462833,0.02768000,0.23176000
0.91426301,0.02768000,0.23304000
0.91458815,0.02768000,0.23216000
0.91459095,0.02768000,0.23208000
0.91408902,0.02776000,0.23368000
0.91406780,0.02776000,0.23376000
0.91395241,0.02784000,0.23408000
0.91403037,0.02784000,0.23384000
0.91402000,0.02784000,0.23392000
0.91397411,0.02784000,0.23400000
0.91405028,0.02784000,0.23376000
0.91385931,0.02792000,0.23424000
0.91386181,0.02792000,0.23416000
0.91393667,0.02792000,0.23408000
0.91383803,0.02800000,0.23432000
0.91381323,0.02800000,0.23440000
0.91385168,0.02800000,0.23424000
0.91379559,0.02808000,0.23440000
0.91374606,0.02808000,0.23480000
0.91374922,0.02808000,0.23464000
0.91375297,0.02808000,0.23456000
0.91376960,0.02808000,0.23448000
0.91310543,0.02816000,0.23664000
0.91306674,0.02816000,0.23672000
0.91306418,0.02816000,0.23680000
0.91304737,0.02816000,0.23688000
0.91327131,0.02816000,0.23592000
0.91331041,0.02816000,0.23584000
0.91326135,0.02816000,0.23600000
0.91323382,0.02816000,0.23608000
0.91320419,0.02816000,0.23616000
0.91319782,0.02816000,0.23624000
0.91310579,0.02816000,0.23656000
0.91312617,0.02816000,0.23648000
0.91355938,0.02816000,0.23528000
0.91366434,0.02816000,0.23504000
0.91365963,0.02816000,0.23512000
0.91363096,0.02816000,0.23520000
0.91343886,0.02816000,0.23552000
0.91341096,0.02816000,0.23560000
0.91333658,0.02816000,0.23568000
0.91333437,0.02816000,0.23576000
0.91373795,0.02816000,0.23480000
0.91371590,0.02816000,0.23488000
0.91368073,0.02816000,0.23496000
0.91319269,0.02816000,0.23632000
0.91314906,0.02816000,0.23640000
0.91349834,0.02816000,0.23536000
0.91346949,0.02816000,0.23544000
0.91297722,0.02824000,0.23704000
0.91294283,0.02824000,0.23720000
0.91289425,0.02824000,0.23728000
0.91289198,0.02824000,0.23736000
0.91288185,0.02824000,0.23744000
0.91280723,0.02824000,0.23752000
0.91276670,0.02824000,0.23760000
0.91260540,0.02824000,0.23808000
0.91254032,0.02824000,0.23856000
0.91300744,0.02824000,0.23696000
0.91304088,0.02824000,0.23688000
0.91258866,0.02824000,0.23816000
0.91245741,0.02824000,0.23888000
0.91247308,0.02824000,0.23880000
0.91247559,0.02824000,0.23872000
0.91251868,0.02824000,0.23864000
0.91243666,0.02824000,0.23904000
0.91255152,0.02824000,0.23840000
0.91272408,0.02824000,0.23800000
0.91274506,0.02824000,0.23776000
0.91245097,0.02824000,0.23896000
0.91273683,0.02824000,0.23784000
0.91258377,0.02824000,0.23832000
0.91258490,0.02824000,0.23824000
0.91295028,0.02824000,0.23712000
0.91254109,0.02824000,0.23848000
0.91275430,0.02824000,0.23768000
0.91240692,0.02832000,0.23912000
0.91237038,0.02832000,0.23920000
0.91243243,0.02832000,0.23904000
0.91236991,0.02840000,0.23920000
0.91234511,0.02840000,0.23936000
0.91235781,0.02840000,0.23928000
0.91229814,0.02848000,0.23952000
0.91232026,0.02848000,0.23944000
0.91233003,0.02848000,0.23936000
0.91213703,0.02856000,0.24000000
0.91226977,0.02856000,0.23960000
0.91206616,0.02856000,0.24024000
0.91205841,0.02856000,0.24032000
0.91206783,0.02856000,0.24016000
0.91203868,0.02856000,0.24040000
0.91215461,0.02856000,0.23992000
0.91221291,0.02856000,0.23968000
0.91200835,0.02856000,0.24048000
0.91208220,0.02856000,0.24008000
0.91228855,0.02856000,0.23952000
0.91217190,0.02856000,0.23984000
0.91218567,0.02856000,0.23976000
0.91199344,0.02864000,0.24056000
0.91191852,0.02864000,0.24080000
0.91190851,0.02864000,0.24088000
0.91197222,0.02864000,0.24064000
0.91196752,0.02864000,0.24072000
0.91199863,0.02864000,0.24048000
0.91190583,0.02872000,0.24088000
0.91183245,0.02880000,0.24112000
0.91187042,0.02880000,0.24104000
0.91188192,0.02880000,0.24096000
0.91188216,0.02880000,0.24088000
0.91180551,0.02888000,0.24112000
0.91174251,0.02896000,0.24112000
0.91173089,0.02896000,0.24120000
0.91170377,0.02896000,0.24136000
0.91159850,0.02896000,0.24160000
0.91166967,0.02896000,0.24152000
0.91168797,0.02896000,0.24144000
0.91171461,0.02896000,0.24128000
0.91150123,0.02904000,0.24184000
0.91155165,0.02904000,0.24168000
0.91154039,0.02904000,0.24176000
0.91158813,0.02904000,0.24160000
0.91143471,0.02912000,0.24184000
0.91133773,0.02912000,0.24224000
0.91133618,0.02912000,0.24232000
0.91142452,0.02912000,0.24192000
0.91139764,0.02912000,0.24200000
0.91136420,0.02912000,0.24216000
0.91139561,0.02912000,0.24208000
0.91132438,0.02920000,0.24232000
0.91116858,0.02928000,0.24240000
0.91118860,0.02928000,0.24232000
0.91116124,0.02928000,0.24248000
0.91114753,0.02936000,0.24248000
0.91111219,0.02936000,0.24256000
0.91096467,0.02944000,0.24296000
0.91102380,0.02944000,0.24280000
0.91099197,0.02944000,0.24288000
0.91104877,0.02944000,0.24272000
0.91085565,0.02944000,0.24320000
0.91106802,0.02944000,0.24264000
0.91109347,0.02944000,0.24256000
0.91086334,0.02944000,0.24312000
0.91094416,0.02944000,0.24304000
0.91070384,0.02952000,0.24368000
0.91070336,0.02952000,0.24376000
0.91070110,0.02952000,0.24384000
0.91068143,0.02952000,0.24392000
0.91067255,0.02952000,0.24400000
0.91061896,0.02952000,0.24408000
0.91058177,0.02952000,0.24416000
0.91070634,0.02952000,0.24360000
0.91080767,0.02952000,0.24336000
0.91075844,0.02952000,0.24344000
0.91052109,0.02952000,0.24440000
0.91057646,0.02952000,0.24424000
0.91051835,0.02952000,0.24448000
0.91049200,0.02952000,0.24456000
0.91053897,0.02952000,0.24432000
0.91073656,0.02952000,0.24352000
0.91049087,0.02952000,0.24464000
0.91084248,0.02952000,0.24320000
0.91083527,0.02952000,0.24328000
0.91045845,0.02952000,0.24472000
0.91045368,0.02960000,0.24472000
0.91044372,0.02960000,0.24480000
0.91038865,0.02960000,0.24496000
0.91041493,0.02960000,0.24488000
0.91038471,0.02960000,0.24504000
0.91033036,0.02968000,0.24520000
0.91026115,0.02968000,0.24576000
0.91029346,0.02968000,0.24552000
0.91030043,0.02968000,0.24544000
0.91032547,0.02968000,0.24528000
0.91035199,0.02968000,0.24504000
0.91033345,0.02968000,0.24512000
0.91026646,0.02968000,0.24568000
0.91028053,0.02968000,0.24560000
0.91026032,0.02968000,0.24584000
0.91019338,0.02976000,0.24584000
0.91016889,0.02984000,0.24592000
0.91018105,0.02984000,0.24584000
0.91016120,0.02992000,0.24592000
0.91010571,0.03000000,0.24600000
0.91010392,0.03000000,0.24608000
0.91010964,0.03000000,0.24592000
0.90998673,0.03008000,0.24632000
0.91009682,0.03008000,0.24608000
0.91003507,0.03008000,0.24624000
0.91006917,0.03008000,0.24616000
0.90998197,0.03008000,0.24640000
0.90991104,0.03016000,0.24656000
0.90995240,0.03016000,0.24640000
0.90994716,0.03016000,0.24648000
0.90985930,0.03024000,0.24688000
0.90990132,0.03024000,0.24656000
0.90988851,0.03024000,0.24672000
0.90989780,0.03024000,0.24664000
0.90988684,0.03024000,0.24680000
0.90983957,0.03032000,0.24704000
0.90984935,0.03032000,0.24688000
0.90984082,0.03032000,0.24696000
0.90982229,0.03032000,0.24712000
0.90980107,0.03032000,0.24720000
0.90975124,0.03040000,0.24744000
0.90975994,0.03040000,0.24736000
0.90978611,0.03040000,0.24720000
0.90973872,0.03040000,0.24752000
0.90976548,0.03040000,0.24728000
0.90965933,0.03048000,0.24784000
0.90966749,0.03048000,0.24776000
0.90963888,0.03048000,0.24792000
0.90970170,0.03048000,0.24760000
0.90968150,0.03048000,0.24768000
0.90973449,0.03048000,0.24752000
0.90958720,0.03048000,0.24808000
0.90961325,0.03048000,0.24800000
0.90919513,0.03056000,0.24896000
0.90925497,0.03056000,0.24880000
0.90906113,0.03056000,0.24952000
0.90929949,0.03056000,0.24864000
0.90915424,0.03056000,0.24912000
0.90908617,0.03056000,0.24936000
0.90909731,0.03056000,0.24928000
0.90947539,0.03056000,0.24832000
0.90913278,0.03056000,0.24920000
0.90906686,0.03056000,0.24944000
0.90934604,0.03056000,0.24848000
0.90923023,0.03056000,0.24888000
0.90930730,0.03056000,0.24856000
0.90928108,0.03056000,0.24872000
0.90946239,0.03056000,0.24840000
0.90900439,0.03056000,0.24968000
0.90957260,0.03056000,0.24808000
0.90918034,0.03056000,0.24904000
0.90905070,0.03056000,0.24960000
0.90955120,0.03056000,0.24816000
0.90953118,0.03056000,0.24824000
0.90897661,0.03064000,0.24984000
0.90897208,0.03064000,0.24992000
0.90898776,0.03064000,0.24968000
0.90897769,0.03064000,0.24976000
0.90893418,0.03072000,0.24992000
0.90888572,0.03072000,0.25000000
0.90883166,0.03080000,0.25008000
0.90861028,0.03080000,0.25064000
0.90859699,0.03080000,0.25072000
0.90861547,0.03080000,0.25056000
0.90883297,0.03080000,0.25000000
0.90882927,0.03080000,0.25016000
0.90868425,0.03080000,0.25032000
0.90874416,0.03080000,0.25024000
0.90866929,0.03080000,0.25040000
0.90862131,0.03080000,0.25048000
0.90859610,0.03088000,0.25072000
0.90857708,0.03088000,0.25080000
0.90855759,0.03088000,0.25088000
0.90849674,0.03096000,0.25096000
0.90848827,0.03096000,0.25104000
0.90839905,0.03096000,0.25144000
0.90848631,0.03096000,0.25112000
0.90840197,0.03096000,0.25136000
0.90844387,0.03096000,0.25120000
0.90842009,0.03096000,0.25128000
0.90849954,0.03096000,0.25088000
0.90838581,0.03104000,0.25144000
0.90833604,0.03112000,0.25152000
0.90834844,0.03112000,0.25144000
0.90823358,0.03120000,0.25160000
0.90830028,0.03120000,0.25152000
0.90806764,0.03128000,0.25200000
0.90822405,0.03128000,0.25160000
